year,date,median,low,high
2020,2020-07-08,1,0,5.125469337546225
2020,2020-01-05,5,0,16.808000295030475
2020,2020-01-26,4,0,14.684295714668513
2020,2020-03-07,5,0,16.98339823975394
2019,2020-02-04,5,0,24.710338953080882
2019,2020-02-21,6,0,22.37205252106695
2019,2020-05-05,5,0,17.412920640548982
2019,2020-07-15,6,0,24.576721301131442
2019,2020-09-09,7,0,23.7545704165535
2019,2020-11-12,5,0,19.03387657091156
2020,2020-11-23,2,0,6.443522456572136
2020,2020-04-13,0,0,2.4472067442917065
2019,2020-04-08,6,0,21.26217399606472
2019,2020-12-03,5,0,19.404824713770214
2020,2020-01-09,6,0,28.010996223569915
2020,2020-01-24,7,0,22.411453784531794
2019,2020-06-11,6,0,27.361923304216628
2020,2020-01-20,4,0,17.401939309393363
2020,2020-08-05,2,0,7.36183277969562
2020,2020-11-16,2,0,6.818432438527299
2019,2020-11-04,5,0,18.9544336426366
2020,2020-11-26,1,0,4.2571064613469485
2019,2020-01-30,5,0,28.928458267624247
2019,2020-04-07,6,0,18.683062059413906
2019,2020-11-26,6,0,22.396797292611534
2020,2020-03-02,4,0,16.911566633813536
2019,2020-08-22,6,0,19.666990631305325
2019,2020-12-19,6,0,22.506907696256967
2019,2020-01-17,6,0,28.69873225173787
2019,2020-04-10,6,0,22.48229227043377
2019,2020-05-29,6,0,22.696226048784016
2019,2020-07-06,5,0,19.059406979110683
2020,2020-04-07,1,0,3.654137899791587
2019,2020-02-16,7,0,24.37379751052071
2019,2020-07-24,6,0,23.43356750435502
2019,2020-01-22,5,0,18.567357044583026
2020,2020-06-30,2,0,6.348332553034065
2020,2020-09-07,1,0,4.997513376893102
2019,2020-01-26,7,0,20.304988816538618
2019,2020-07-14,5,0,19.49886889920569
2020,2020-02-14,6,0,21.17386959307443
2020,2020-11-15,1,0,5.140652334301388
2020,2020-04-02,1,0,4.029671180311887
2019,2020-03-15,8,0,25.033505620954934
2019,2020-05-23,7,0,21.76781980648336
2019,2020-06-08,7,0,22.60066474849348
2020,2020-03-11,4,0,15.368520368498022
2020,2020-09-19,2,0,7.1201388047813605
2019,2020-02-01,7,0,27.476703896923908
2019,2020-02-20,5,0,20.70552893390014
2020,2020-03-04,5,0,17.807523247371016
2020,2020-10-02,3,0,9.198355419933698
2019,2020-09-26,6,0,21.840187968688767
2019,2020-02-28,6,0,21.5242369456126
2020,2020-05-13,1,0,4.286516869445233
2020,2020-05-14,1,0,4.211696186952464
2019,2020-06-03,6,0,20.827170878217828
2019,2020-06-05,7,0,23.14952636216458
2019,2020-05-26,5,0,18.461404343263908
2019,2020-06-20,7,0,27.507464338447196
2019,2020-10-27,4,0,14.05610771202599
2019,2020-11-25,5,0,22.88116660357567
2019,2020-12-31,6,0,23.011575972734626
2020,2020-02-07,6,0,20.591031244337707
2020,2020-10-12,1,0,6.039576925052011
2020,2020-07-06,1,0,4.990317793594746
2020,2020-05-07,1,0,4.348645858286838
2020,2020-09-21,2,0,6.287626297675815
2020,2020-01-22,5,0,20.227874903815295
2019,2020-12-21,6,0,24.774542937126686
2020,2020-05-12,1,0,4.291796717004354
2020,2020-05-16,1,0,3.9165616970063324
2020,2020-10-21,2,0,6.945721853477574
2019,2020-03-02,6,0,18.86732790026631
2019,2020-12-25,2,0,13.153535929761095
2020,2020-06-29,2,0,6.47999944107163
2020,2020-05-24,1,0,3.9431742053861374
2020,2020-10-30,2,0,7.080627969725325
2019,2020-12-20,7,0,24.18478783622378
2019,2020-04-18,7,0,27.121324182782725
2020,2020-01-08,6,0,24.213627183276756
2020,2020-03-25,1,0,4.968107699985371
2020,2020-08-11,2,0,6.882720946423828
2019,2020-10-09,5,0,17.64028439830031
2019,2020-10-22,6,0,20.0487776995899
2020,2020-02-06,5,0,18.92943313594565
2019,2020-04-05,8,0,25.06842579161789
2020,2020-03-22,1,0,3.353548847794535
2020,2020-07-25,2,0,6.777672348234755
2019,2020-06-01,7,0,25.727216707224787
2019,2020-07-08,5,0,18.68139379463466
2019,2020-07-20,6,0,21.008688618055373
2020,2020-04-23,1,0,4.082534926165875
2020,2020-11-24,2,0,6.54108878264923
2019,2020-02-15,7,0,25.89586110291127
2019,2020-01-23,6,0,20.558077731889917
2019,2020-05-25,6,0,20.274286345020847
2020,2020-05-11,1,0,4.118831397676582
2020,2020-05-17,1,0,3.4883040874780726
2020,2020-11-05,2,0,29.670253352052
2019,2020-12-16,6,0,21.837310785588514
2019,2020-03-16,8,0,24.920628319378203
2019,2020-08-31,6,0,23.841877269569604
2019,2020-11-29,5,0,21.88850662615222
2020,2020-01-31,7,0,23.019402071765413
2019,2020-03-04,5,0,23.15489724352134
2019,2020-10-04,7,0,128.96873121712196
2020,2020-01-02,6,0,23.64211762077251
2020,2020-03-19,2,0,6.380540547050112
2020,2020-09-02,2,0,6.926373068624594
2020,2020-11-08,2,0,23.0677401954291
2019,2020-09-03,6,0,21.95573965475856
2019,2020-08-10,6,0,20.053268540993862
2020,2020-01-29,5,0,19.552489235297244
2020,2020-04-10,0,0,2.421667449824693
2020,2020-09-17,2,0,7.273845745259546
2019,2020-05-07,6,0,21.812678425696998
2020,2020-03-30,1,0,3.9144680205986053
2019,2020-05-04,8,0,26.437338217351535
2019,2020-06-24,6,0,23.080970709225124
2020,2020-04-12,0,0,1.9355021626686795
2020,2020-10-18,2,0,6.5685170042442245
2019,2020-03-07,6,0,27.046067057774657
2019,2020-03-09,7,0,26.780950610010727
2019,2020-04-16,7,0,27.462072810044027
2019,2020-10-25,7,0,22.805930702328908
2019,2020-12-09,5,0,19.721465059856676
2020,2020-01-30,5,0,19.951273559675506
2020,2020-02-29,6,0,23.992255966834854
2020,2020-03-03,5,0,18.317752611368213
2019,2020-04-24,7,0,29.370502815498213
2019,2020-04-26,7,0,29.466887605326434
2019,2020-02-25,5,0,18.70197108274995
2019,2020-01-29,5,0,45.05899212193137
2019,2020-03-08,8,0,31.22542953790957
2019,2020-12-08,5,0,18.557425269826183
2020,2020-02-18,4,0,17.1883086268855
2020,2020-04-06,1,0,3.845858765689141
2019,2020-11-01,7,0,21.437309164812884
2020,2020-07-14,2,0,7.110574806753882
2019,2020-04-02,6,0,23.18899244808441
2019,2020-10-21,6,0,19.861739228032036
2019,2020-11-13,5,0,19.379258777161084
2019,2020-12-07,7,0,28.181044459326515
2020,2020-06-27,1,0,4.903295860163185
2019,2020-07-25,6,0,22.436282616903352
2020,2020-07-26,1,0,4.785226085145904
2019,2020-01-10,11,0,55.10315254715487
2019,2020-02-02,6,0,25.237652439086844
2019,2020-11-27,6,0,23.35112203180392
2020,2020-01-17,6,0,21.56422282317591
2020,2020-02-01,6,0,19.200161910298554
2020,2020-04-14,1,0,3.5653445281673335
2019,2020-02-14,7,0,25.30323644190181
2019,2020-03-29,8,0,25.16336136865821
2019,2020-05-09,7,0,26.771625815347083
2020,2020-10-11,2,0,6.088694212161094
2019,2020-06-25,6,0,23.246470115397823
