year,date,median,low,high
2020,2020-07-19,1.0,0,7.259171604731603
2020,2020-07-28,2.0,0,10.11660949453368
2020,2020-07-31,2.0,0,10.686899564606328
2020,2020-08-20,2.0,0,10.96420503941818
2020,2020-10-25,2.0,0,10.15887893215642
2020,2020-11-29,1.0,0,8.635401981226092
2019,2020-04-18,6.0,0,38.637926749424956
2019,2020-10-22,5.0,0,30.14301845555953
2020,2020-01-08,6.0,0,33.39183886745906
2020,2020-02-06,5.0,0,30.191725734912065
2020,2020-03-25,1.0,0,7.872591623482591
2019,2020-10-09,4.0,0,24.565903810800453
2020,2020-08-11,2.0,0,10.054632519337874
2019,2020-02-25,5.0,0,30.425502035686623
2019,2020-03-07,6.0,0,33.51680841015809
2019,2020-03-09,5.0,0,27.668780985433095
2019,2020-04-16,7.0,0,39.57099980296022
2019,2020-04-24,6.0,0,39.730776027961014
2019,2020-04-26,6.0,0,41.712606468368605
2019,2020-10-25,6.0,0,32.61789701147515
2020,2020-02-29,5.0,0,25.324662235289924
2019,2020-12-09,5.0,0,31.640208857768126
2020,2020-03-03,5.0,0,29.129133482056
2020,2020-10-18,2.0,0,10.157465766403913
2020,2020-01-30,5.0,0,31.922639110511874
2019,2020-01-29,5.0,0,35.47902621279013
2019,2020-03-08,6.0,0,33.52892813157037
2019,2020-12-08,4.0,0,24.527993319804413
2020,2020-02-18,5.0,0,28.407898796908185
2019,2020-11-01,6.0,0,34.30740108444046
2020,2020-04-06,1.0,0,6.084183398495215
2020,2020-07-14,2.0,0,10.296673591971802
2019,2020-04-13,6.0,0,34.42070196369354
2019,2020-12-26,4.0,0,33.567155812855745
2020,2020-02-15,5.0,0,25.964508029583968
2020,2020-03-16,3.0,0,14.082194006110182
2020,2020-03-17,2.0,0,11.91340117568422
2020,2020-06-11,2.0,0,8.733986457809795
2020,2020-10-14,3.0,0,12.145579422225564
2019,2020-01-26,5.0,0,26.814722927349003
2019,2020-07-14,4.0,0,22.538125683327003
2020,2020-02-14,6.0,0,31.783934118445845
2020,2020-04-02,1.0,0,6.483483678394245
2020,2020-09-07,1.0,0,8.186304479063077
2020,2020-11-15,1.0,0,8.728434618245394
2020,2020-06-30,2.0,0,10.061253375733148
2019,2020-03-15,7.0,0,35.91427063431543
2019,2020-05-23,6.0,0,31.75629847014081
2019,2020-06-08,5.0,0,29.091424246431746
2020,2020-03-11,4.0,0,24.241346070233114
2020,2020-09-19,2.0,0,10.632772512281589
2019,2020-05-26,4.0,0,23.968349124512418
